Module	Section	Sample Name	Source
QualiMap	genome_results	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/qualimap_rna/C1/genome_results.txt
QualiMap	genome_results	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/qualimap_rna/C2/genome_results.txt
QualiMap	genome_results	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/qualimap_rna/C3/genome_results.txt
QualiMap	genome_results	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/qualimap_rna/T1/genome_results.txt
QualiMap	genome_results	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/qualimap_rna/T2/genome_results.txt
QualiMap	genome_results	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/qualimap_rna/T3/genome_results.txt
QualiMap	coverage_histogram	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/qualimap_rna/C1/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/qualimap_rna/C2/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/qualimap_rna/C3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/qualimap_rna/T1/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/qualimap_rna/T2/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/qualimap_rna/T3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	insert_size_histogram	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/qualimap_rna/C1/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/qualimap_rna/C2/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/qualimap_rna/C3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/qualimap_rna/T1/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/qualimap_rna/T2/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/qualimap_rna/T3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	mapped_gc_distribution	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/qualimap_rna/C1/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/qualimap_rna/C2/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/qualimap_rna/C3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/qualimap_rna/T1/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/qualimap_rna/T2/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/qualimap_rna/T3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	rna_genome_results	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/qualimap_bam/C1/rnaseq_qc_results.txt
QualiMap	rna_genome_results	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/qualimap_bam/C2/rnaseq_qc_results.txt
QualiMap	rna_genome_results	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/qualimap_bam/C3/rnaseq_qc_results.txt
QualiMap	rna_genome_results	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/qualimap_bam/T1/rnaseq_qc_results.txt
QualiMap	rna_genome_results	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/qualimap_bam/T2/rnaseq_qc_results.txt
QualiMap	rna_genome_results	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/qualimap_bam/T3/rnaseq_qc_results.txt
QualiMap	rna_coverage_histogram	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/qualimap_bam/C1/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/qualimap_bam/C2/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/qualimap_bam/C3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/qualimap_bam/T1/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/qualimap_bam/T2/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/qualimap_bam/T3/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
featureCounts	all_sections	C1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C1/res/C1/featureCounts/counts.txt.summary
featureCounts	all_sections	C2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C2/res/C2/featureCounts/counts.txt.summary
featureCounts	all_sections	C3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/C3/res/C3/featureCounts/counts.txt.summary
featureCounts	all_sections	T1	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T1/res/T1/featureCounts/counts.txt.summary
featureCounts	all_sections	T2	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T2/res/T2/featureCounts/counts.txt.summary
featureCounts	all_sections	T3	/cluster/majf_lab/mtinti/Calvin/new_RBP5/T3/res/T3/featureCounts/counts.txt.summary
