Gene_acc,Gene_id,logFC,-log10FDR,logCPM,Desc
51,Tb427_000009300,1.9154981470322983,6.929054779664523,8.695622937800199,Trypanosomal VSG domain containing protein  putative
52,Tb427_000019700,1.9149342117592723,6.217143612906935,3.8729114258640696,Zinc finger  C3HC4 type (RING finger)/Leucine Rich Repeat  putative
53,Tb427_000011700,1.892846352260767,6.147604006369075,6.96971973139764,Zinc finger  C3HC4 type (RING finger) containing protein  putative
54,Tb427_000006500,1.880823817869975,5.926814361240263,4.937443857519508,Zinc finger  C3HC4 type (RING finger)/Leucine Rich Repeat  putative
55,Tb427_000025300,1.869205183626218,6.955272641238675,8.680186187199588,Trypanosomal VSG domain containing protein  putative
56,Tb427_000009100,1.865990388203729,6.075027550717863,6.526910467199304,Zinc finger  C3HC4 type (RING finger) containing protein  putative
57,Tb427_000820900:pseudogene,1.863491025653876,6.1787050333716,2.7100303867029143,Retrotransposon hot spot protein  putative
58,Tb427_100109000,1.8629550955658611,4.60777747790699,4.52225196330559,Trypanosome variant surface glycoprotein (A-type)  putative
59,Tb427_000005500:pseudogene,1.862689924861364,5.427474416279462,3.7499984920178724,Trypanosome variant surface glycoprotein (A-type)  putative
60,Tb427_000014700,1.8605497989625535,8.375944465652516,10.259158077265555,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
61,Tb427_000011100:pseudogene,1.857025205533538,3.9876789004646103,7.707039947100471,Trypanosome variant surface glycoprotein (A-type)  putative
62,Tb427_000021300,1.8564018536480413,6.077361266874803,5.166396414116121,Zinc finger  C3HC4 type (RING finger)/BspA type Leucine rich repeat region (6 copies)/Leucine Rich Repeat  putative
63,Tb427_000008700,1.8455386935409328,5.500758060395106,0.8759582303526927,hypothetical protein  conserved
64,Tb427_000670200,1.8385243119538581,4.156479166797458,0.7813195620394403,Retrotransposon hot spot protein  putative
65,Tb427_000019100:pseudogene,1.8358189807847098,4.037659128339589,5.368443137727467,Trypanosome variant surface glycoprotein (A-type)  putative
66,Tb427_000014500:pseudogene,1.8260131555880503,6.570765787906258,9.782060615461297,hypothetical protein  conserved
67,Tb427_000017100,1.8160494723062157,6.6771506632524815,5.581540569636287,Zinc finger  C3HC4 type (RING finger) containing protein  putative
68,Tb427_000023200,1.8135292545965636,5.9133888925651314,5.397598996293605,Zinc finger  C3HC4 type (RING finger) containing protein  putative
69,Tb427_000011600,1.8132624079516473,6.124787509571003,5.828422191308645,Zinc finger  C3HC4 type (RING finger)/BspA type Leucine rich repeat region (6 copies)  putative
70,Tb427_000008600:pseudogene,1.8091073405178137,4.949077411534915,3.245070192499007,Trypanosome variant surface glycoprotein (A-type)  putative
71,Tb427_000025100,1.8077351698759216,6.4089089267723,5.797685496427539,Zinc finger  C3HC4 type (RING finger) containing protein  putative
72,Tb427_000015300,1.8021464732722237,8.860802754672235,9.421065740860415,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
73,Tb427_000009600:pseudogene,1.7942419884366223,4.393213047287878,5.4673280457344555,Trypanosome variant surface glycoprotein (A-type)  putative
74,Tb427_000023100:pseudogene,1.7940703812605359,6.906868577008415,6.751113798984123,hypothetical protein  conserved
75,Tb427_000022500,1.7913036365973147,4.473574382971278,8.443648927410582,Trypanosome variant surface glycoprotein (A-type)  putative
76,Tb427_000013100,1.7756546163165052,5.330692014715664,4.1694946222263,Trypanosome variant surface glycoprotein (A-type)  putative
77,Tb427_000023400,1.771031313096538,7.22528978717028,8.41437295526715,Trypanosomal VSG domain containing protein  putative
78,Tb427_000013500,1.7686976579052351,4.46399758899448,4.411205680331529,Zinc finger  C3HC4 type (RING finger)/Leucine Rich Repeat  putative
79,Tb427_000820800,1.756441465562839,5.549551853544211,3.0627400327326653,Retrotransposon hot spot protein  putative
80,Tb427_000013000:pseudogene,1.7541688402729954,4.912807761701841,4.931212589972112,Trypanosome variant surface glycoprotein (A-type)  putative
81,Tb427_000015000:pseudogene,1.7454862199535028,7.09331163979509,6.68227985725572,hypothetical protein  conserved
82,Tb427_000020900,1.7446936740039867,7.601098244530904,5.497034932229154,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
83,Tb427_000008900,1.728289555742793,8.433734387693534,9.71544365252328,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
84,Tb427_000010000,1.7282712507695122,7.701288984509857,6.120040681353648,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
85,Tb427_000022800,1.7244287277463148,8.649936693119946,9.120083160325413,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
86,Tb427_000024300,1.7237651214231882,4.6541985173716105,3.7535962218982757,Trypanosome variant surface glycoprotein (A-type)  putative
87,Tb427_000024400,1.7216706916951425,4.514740839541476,3.6788626750286446,Trypanosome variant surface glycoprotein (A-type)  putative
88,Tb427_000015400,1.7182185680052846,5.250414308804452,8.183898266709695,Zinc finger  C3HC4 type (RING finger) containing protein  putative
89,Tb427_000006700,1.7151436285972312,7.886385336194217,5.6686479332056585,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
90,Tb427_000016800,1.7132261177296078,7.198530898053665,8.144998711010507,hypothetical protein  conserved
91,Tb427_000024700,1.6890800455780126,7.956088970515805,7.51472541546485,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
92,Tb427_000016700,1.6872202990653198,8.422463703869038,7.3342173348033,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
93,Tb427_000005600,1.6868643355090562,4.674399837164924,3.0428701283342274,Trypanosome variant surface glycoprotein (A-type)  putative
94,Tb427_000020800:pseudogene,1.6853969612781043,6.2950833203548955,4.5375639557655605,hypothetical protein  conserved
95,Tb427_000025000:pseudogene,1.6835901593487819,6.906868577008415,6.486786005874814,hypothetical protein  conserved
96,Tb427_000011500,1.6785756967052117,6.88301764360679,5.940509355534703,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
97,Tb427_000009000,1.6718675753424024,5.348284451053368,7.634755117083112,Zinc finger  C3HC4 type (RING finger)/Leucine Rich Repeat  putative
98,Tb427_000009700,1.6706238734152106,3.946874035700305,5.999719336646536,Trypanosome variant surface glycoprotein (A-type)  putative
99,Tb427_000833600:pseudogene,1.6674724586638359,5.540068419569326,5.082459350256973,hypothetical protein  conserved
100,Tb427_000007400,1.6539999096638507,4.080796242466011,5.094869648265809,Trypanosome variant surface glycoprotein (A-type)  putative
101,Tb427_000014900:pseudogene,1.6464916054434413,7.402865209662087,6.910154366761777,hypothetical protein  conserved
102,Tb427_000024200,1.6460622206259103,5.274636515431989,3.580704453399209,Trypanosome variant surface glycoprotein (A-type)  putative
103,Tb427_000022700:pseudogene,1.635539190945158,6.265968123194801,5.890838883885704,hypothetical protein  conserved
104,Tb427_000670600:pseudogene,1.633140515503553,4.394121961525947,1.0682110112710514,Retrotransposon hot spot protein  putative
105,Tb427_000016600:pseudogene,1.6302007168727803,6.02772460205116,5.117471987471515,hypothetical protein  conserved
106,Tb427_000016400,1.624915314733488,3.9314249254098246,8.460828132997625,Trypanosome variant surface glycoprotein (A-type)  putative
107,Tb427_000006400,1.6185915313530659,6.936854332212204,4.607952720023115,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
108,Tb427_000833700:pseudogene,1.6185639473809557,6.670496343359871,6.1818302579050215,hypothetical protein  conserved
109,Tb427_000024900:pseudogene,1.6153891875287543,7.701288984509857,6.905483035022145,hypothetical protein  conserved
110,Tb427_000008500,1.5991648601183024,3.7471282174480303,4.180821278281959,Trypanosome variant surface glycoprotein (A-type)  putative
111,Tb427_050019500,1.5895396224727492,7.09331163979509,5.670839102605618,Invariant surface glycoprotein  putative
112,Tb427_000011300,1.5796621219130633,4.939937670728991,2.5657314826293476,hypothetical protein  conserved
113,Tb427_000013400:pseudogene,1.5683838910815464,7.405678551028644,5.173511992580229,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
114,Tb427_050020100,1.5652827583897693,7.488649771928011,5.552159704326883,Invariant surface glycoprotein  putative
115,Tb427_000021200:pseudogene,1.5640199120095666,6.227841082885106,5.313152574900385,hypothetical protein  conserved
116,Tb427_000019200,1.5501838368854222,3.7124540981190095,4.500458065962639,Trypanosome variant surface glycoprotein (A-type)  putative
117,Tb427_000020600,1.5406655978933614,3.3393847279005855,8.12833038421773,Trypanosome variant surface glycoprotein (A-type)  putative
118,Tb427_080005600,1.538485664254288,7.372537791357903,5.255582537027255,Peptide methionine sulfoxide reductase  putative
119,Tb427_000833400,1.5265114216238436,3.574685345264331,6.642641307578605,hypothetical protein
120,Tb427_100166600,1.5241842736500744,3.3940564962750823,1.3439176505964607,unspecified product
121,Tb427_000012500,1.5030539620525496,5.187560794428655,2.7103486530331025,BT1 family  putative
122,Tb427_000022400:pseudogene,1.4845348310672366,4.123486576220808,6.858308321641539,Trypanosome variant surface glycoprotein (A-type)  putative
123,Tb427_100109200,1.4843023886626658,6.031520714608941,4.603067258393606,Procyclic acidic repetitive protein (PARP)  putative
124,Tb427_000821400:pseudogene,1.479159303718973,4.472411361149608,1.0367412441047088,Retrotransposon hot spot protein  putative
125,Tb427_000020500:pseudogene,1.47532689217357,3.971457729288599,7.144500950553649,Trypanosome variant surface glycoprotein (A-type)  putative
126,Tb427_000020400:pseudogene,1.4681702865793989,4.00463486538989,7.1313011336737535,Trypanosome variant surface glycoprotein (A-type)  putative
127,Tb427_000833200,1.4620792926282316,4.3964157163462865,5.550162085135783,Trypanosome variant surface glycoprotein (A-type)  putative
128,Tb427_000014400,1.4591126677691524,3.1961718701763346,10.02520568034477,Trypanosome variant surface glycoprotein (A-type)  putative
129,Tb427_000833300:pseudogene,1.4582344780243717,3.9640781695932406,6.393162242602895,Trypanosome variant surface glycoprotein (A-type)  putative
130,Tb427_080005000,1.453857651143822,7.7996846269481965,8.172602357856743,PAP2 superfamily  putative
131,Tb427_080083400,1.4532414950054118,7.826103410996567,5.938690488948921,TLC domain containing protein  putative
132,Tb427_070005400,1.4390086649546239,5.40054848718577,8.7561305398384,Trypanosomal VSG domain containing protein  putative
133,Tb427_000016200:pseudogene,1.4038312881964077,3.506190400492013,7.9173691879023185,Trypanosome variant surface glycoprotein (A-type)  putative
134,Tb427_060008400,1.40331124601388,7.395765564402683,5.455947173847146,Procyclic acidic repetitive protein (PARP)  putative
135,Tb427_000008200,1.3886664749446767,5.65247965630732,2.6990644429590414,BT1 family  putative
136,Tb427_000016300:pseudogene,1.378878540913539,3.8910054912798304,7.556202159644308,Trypanosome variant surface glycoprotein (A-type)  putative
137,Tb427_000021100:pseudogene,1.3786111899591205,5.791620344695523,3.171354607957848,hypothetical protein
138,Tb427_000634400:pseudogene,1.378603266033836,5.231846703185676,2.261349685078529,BT1 family  putative
139,Tb427_000749300:pseudogene,1.3777113166830763,6.363894638306687,4.031393386843447,hypothetical protein  conserved
140,Tb427_090086700,1.3759046236176473,3.7613026115316517,1.8975243524834875,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
141,Tb427_090092600:pseudogene,1.3691044237673609,5.720841672099753,3.815890344148289,hypothetical protein  conserved
142,Tb427_000018600,1.3673171067776235,4.765999478222809,2.68064914928909,BT1 family  putative
143,Tb427_100040600,1.3605860071803484,7.232547629109467,4.8429769256674025,hypothetical protein  conserved
144,Tb427_000017300,1.3427248559719096,6.606322511152298,6.265738434878979,Trypanosomal VSG domain containing protein  putative
145,Tb427_000021500,1.3413904428067653,6.012986932934378,3.94776519396225,Trypanosomal VSG domain containing protein  putative
146,Tb427_080016900,1.3226422253128574,6.420899902661444,6.316226107181136,EamA-like transporter family/Solute carrier family 35  putative
147,Tb427_000007100,1.3186817905122254,5.667949239835934,2.8954537227119315,BT1 family  putative
148,Tb427_000023800,1.3180772322172754,4.234591016983083,2.402336784599421,BT1 family  putative
149,Tb427_000010800,1.3171143495884088,5.459158773441222,3.2827052880086303,BT1 family  putative
150,Tb427_110064200,1.3087289624137692,6.001330115210426,4.390331360635936,hypothetical protein  conserved
151,Tb427_050010900,1.3072724966490088,6.194110236905043,5.703980923686067,Invariant surface glycoprotein  putative
152,Tb427_000749400,1.3053963491976832,6.28435910778931,4.595299664462649,Trypanosomal VSG domain containing protein  putative
153,Tb427_000024500,1.3029051900426103,3.3253079086703434,1.3616235980152822,hypothetical protein  conserved
154,Tb427_090092500,1.3013727259348944,6.298225148219276,4.678985902193672,Trypanosomal VSG domain containing protein  putative
155,Tb427_000702300:pseudogene,1.290361165523654,3.3419857447290497,0.9333723311767302,hypothetical protein  conserved
156,Tb427_000833500:pseudogene,1.2876627537584082,6.246112736884959,8.778125453410132,hypothetical protein  conserved
157,Tb427_100166000,1.2832209937848535,3.7556656321488147,1.7941343875832871,unspecified product
158,Tb427_000011900,1.28308350315816,4.9346424207164015,4.251445128864972,Trypanosomal VSG domain containing protein  putative
159,Tb427_000009800,1.2795150394672237,3.3770536975737153,1.6318895081402554,hypothetical protein  conserved
160,Tb427_000010500:pseudogene,1.277093044138493,5.524433734755611,2.6624305329991023,hypothetical protein  conserved
161,Tb427_000005700,1.26939712911984,3.1432518305371833,1.5182471525023709,hypothetical protein  conserved
162,Tb427_000010400,1.2619354671714318,4.090514394387852,2.54962764936348,Trypanosomal VSG domain containing protein  putative
163,Tb427_000012000,1.254978637482944,5.589288329712709,2.719268011273774,hypothetical protein
164,Tb427_090086800:pseudogene,1.2534666111745736,3.4785557727537717,1.325156756028469,hypothetical protein  conserved
165,Tb427_040040100,1.2462530679750665,7.309721405907128,5.562876114682136,hypothetical protein  conserved
166,Tb427_030024300,1.2426941036416093,7.2925702019645335,5.638951014773738,hypothetical protein  conserved
167,Tb427_000729600:pseudogene,1.2418809797384651,5.701921186976481,3.6521585902954867,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
168,Tb427_010026500:pseudogene,1.2349930914327147,6.227841082885106,3.7383094303545668,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
169,Tb427_050018900,1.233228880643481,7.348225242834882,6.765831685698219,Invariant surface glycoprotein  putative
170,Tb427_050018700,1.2209250399138032,7.316256253553181,7.637027195352136,Invariant surface glycoprotein  putative
171,Tb427_000016500,1.2154977178732806,6.1135145571616984,8.644069000849163,hypothetical protein  conserved
172,Tb427_000600900:pseudogene,1.2124428599397052,2.9884080015561425,1.400947776119452,Nucleoside transporter  putative
173,Tb427_000007800,1.208257618799476,6.230457217520474,4.9380211825405524,Trypanosomal VSG domain containing protein  putative
174,Tb427_100165800,1.205670030200815,3.6608983051160875,1.8807036489487496,unspecified product
175,Tb427_000020700,1.1928199908968236,6.212371101502183,8.023849622024446,hypothetical protein  conserved
176,Tb427_050019100,1.188899527788197,7.194557268079651,6.863014375579741,Invariant surface glycoprotein  putative
177,Tb427_000725200:pseudogene,1.185958875831185,3.4774763839041345,1.0476266986906821,hypothetical protein  conserved
178,Tb427_050019300,1.1844816700438268,7.344582814510372,6.82553234738472,Invariant surface glycoprotein  putative
179,Tb427_000014800,1.1742705781051288,7.073833012854396,10.114946696231845,hypothetical protein  conserved
180,Tb427_080073300,1.172951198768622,5.373270464397363,5.55876056046609,hypothetical protein  conserved
181,Tb427_090088200,1.1467107568721624,6.670496343359871,6.174530650661126,hypothetical protein  conserved
182,Tb427_090044600:pseudogene,1.1446061618604058,3.0079049942419904,1.7926845886816558,hypothetical protein  conserved
183,Tb427_100166800,1.1357155653419093,3.7777176888710158,2.1314975603528645,unspecified product
184,Tb427_000022600,1.1281064508175394,6.031520714608941,8.393588770454562,hypothetical protein  conserved
185,Tb427_110019900,1.118141697624066,4.569608259737814,2.678586761473265,unspecified product
186,Tb427_000696600:pseudogene,1.1142539650260912,3.7298298868540085,1.3400281690493523,Retrotransposon hot spot protein  putative
187,Tb427_070024800:pseudogene,1.1027169750861423,6.092045286031022,4.472491375896102,Retrotransposon hot spot protein  putative
188,Tb427_000245700,1.0982617856598194,7.197769330074823,6.512719092629711,hypothetical protein  conserved
189,Tb427_000017000:pseudogene,1.0729825428120603,5.549551853544211,4.188397788479507,hypothetical protein  conserved
190,Tb427_000023000:pseudogene,1.053973687611416,6.366230482856648,5.666279582355352,hypothetical protein  conserved
191,Tb427_010015600,1.0515963024326755,6.355651701143512,5.75940991440765,Trypanosomal VSG domain containing protein  putative
192,Tb427_000500300:pseudogene,1.0487793162765782,3.1349033949923477,3.5102788452561953,Trypanosome variant surface glycoprotein (A-type)  putative
193,Tb427_050046900,1.0323955288120223,6.500951733177706,7.180697757175422,hypothetical protein  conserved
194,Tb427_000816300,1.0189421659777864,4.402466833303113,3.331970415300042,hypothetical protein  conserved
195,Tb427_050019700,1.0174843090985257,6.27009287424285,5.870710393031508,Invariant surface glycoprotein  putative
196,Tb427_000702200:pseudogene,1.0139387038475673,3.2846858329250095,1.1562279551800512,hypothetical protein  conserved
197,Tb427_100119300,1.0007510146806804,7.167809292143181,6.5826787782075895,hypothetical protein  conserved
198,Tb427_110143800,0.9946943597542853,3.7519280208043932,3.645827597747181,Trypanosomal VSG domain containing protein  putative
199,Tb427_000750400,0.9763082305395724,3.805643660292272,2.215845496007518,Nucleoside transporter  putative
200,Tb427_080084000,0.9592601782853332,6.668031074342568,5.33343986547828,Aldehyde dehydrogenase family  putative
201,Tb427_000579500:pseudogene,0.9590782811670436,3.8565636319673082,2.611642292244576,Nucleoside transporter  putative
202,Tb427_000660000,0.956201195043254,4.156479166797458,3.307951161231822,hypothetical protein  conserved
203,Tb427_000016900:pseudogene,0.9439859847597476,5.131753682642236,3.8035819966817224,hypothetical protein  conserved
204,Tb427_030051700,0.9368677606997758,5.626365697204636,4.309630611768265,hypothetical protein  conserved
205,Tb427_050019900,0.9367134821568954,5.619803736492227,6.023125242068726,Invariant surface glycoprotein  putative
206,Tb427_100109300,0.9366494081951469,5.9679416118843305,6.121283662790786,Procyclic acidic repetitive protein (PARP)  putative
207,Tb427_000725500:pseudogene,0.9231004307209418,3.0572870260501985,1.1895902264520537,hypothetical protein  conserved
208,Tb427_110056000,0.9202225362118793,5.562288937266049,4.716301652814474,Aminotransferase class I and II  putative
209,Tb427_000174400:pseudogene,0.9200609538853639,4.1967297975302555,4.614445817851488,Trypanosomal VSG domain containing protein  putative
210,Tb427_000826500:pseudogene,0.9037723148001512,3.6516361140858273,2.580478816821642,Nucleoside transporter  putative
211,Tb427_060013400,0.9014678740285187,7.209153325888483,7.853793549226112,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
212,Tb427_000106600,0.8962344898190332,2.3887490950646084,1.5296830037131501,Trypanosome variant surface glycoprotein C-terminal domain containing protein  putative
213,Tb427_060013000,0.8946983134795906,6.928250668987737,7.901918772433433,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
214,Tb427_000749500,0.8923688358495551,4.467530343183331,3.5385123851587106,hypothetical protein
215,Tb427_050005800,0.8921726829848818,6.292734153720436,6.213788533255156,Nucleoside transporter  putative
216,Tb427_060014000,0.892057189784774,7.00209185089803,8.025839011848145,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
217,Tb427_060013600,0.888186072028661,7.139515165326774,7.942600791619486,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
218,Tb427_060013300,0.888133349840366,6.9326631834718,7.826754484150457,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
219,Tb427_060013200,0.8875681087405037,7.2925702019645335,7.917832854320381,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
220,Tb427_060013800,0.8860655998395359,7.071154184941266,7.84212803411486,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
221,Tb427_060013700,0.8848948100172794,7.220069212444576,7.981827063031431,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
222,Tb427_000641300:pseudogene,0.8843560420375294,3.5506159066287917,2.231797800077449,hypothetical protein  conserved
223,Tb427_070075300,0.8811558235506202,7.09331163979509,8.278917681396113,hypothetical protein  conserved
224,Tb427_060013100:pseudogene,0.8782337778327015,7.139515165326774,7.8530083638509245,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
225,Tb427_060014200,0.8779031725665418,7.237042467928214,7.893110191690024,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
226,Tb427_110121700,0.8761821246325339,7.145733999818929,6.942793466672335,Endonuclease/Exonuclease/phosphatase family  putative
227,Tb427_040014600,0.8759497516495183,5.512449598858465,8.47886639777858,hypothetical protein  conserved
228,Tb427_060014100,0.8756274813720453,7.219476242047326,7.851577558444971,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
229,Tb427_060013500,0.8756138190945238,7.203883559378712,7.887194729229148,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
230,Tb427_110164300,0.8703660074597368,5.867058989839848,9.14493654758286,Trypanosomal VSG domain containing protein  putative
231,Tb427_000222700:pseudogene,0.8661712302233554,5.108244049667928,3.7200877969123525,hypothetical protein  conserved
232,Tb427_000502000,0.8618078244208167,5.539964722922211,4.7995599685905,Trypanosomal VSG domain containing protein  putative
233,Tb427_000200700,0.8604838608432839,4.878400368698433,4.328257883323351,Trypanosomal VSG domain containing protein  putative
234,Tb427_000549000:pseudogene,0.8577970066209369,3.822649813141913,2.422239669318686,Nucleoside transporter  putative
235,Tb427_060036500,0.8554126315398035,4.511331269702613,4.92230486271797,hypothetical protein  conserved
236,Tb427_080075600,0.853404115750211,7.084794484699908,6.846383756613949,Protein kinase domain/Protein tyrosine kinase/Kinase-like/PH domain containing protein  putative
237,Tb427_060013900,0.8530332342521058,7.167809292143181,7.83385595538281,Cathepsin propeptide inhibitor domain (I29)/Papain family cysteine protease/Protein of unknown function (DUF3586)  putative
238,Tb427_000311900:pseudogene,0.8503006406708602,5.8780243373883465,5.623606129211275,hypothetical protein  conserved
